鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,64.49,1,1,1,1,16700000,258955,坡道機械,1,0.4731,25.59452055,0,小,8,14,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,94.66,2,2,2,1,35880000,379041,無車位,1,0.3326,18.67671233,0,中,6,6,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,105.02,3,2,2,1,37100000,353266,無車位,1,0,37.32876712,0,中,6,7,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,57.34,1,1,1,1,15900000,277293,無車位,1,0.3148,27.44931507,0,小,3,21,一到五層
文山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,36.59,1,0,1,1,9350000,255534,無車位,1,0.3121,15.10684932,0,小,2,7,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,40.25,1,1,1,1,13160000,326957,無車位,1,0.32,16.03013699,0,小,12,14,十一到十五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,70.52,2,1,1,1,22440000,358333,坡道機械,1,0.4624,19.39452055,0,中,6,9,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住商用,97.55,2,2,1,0,30000000,307535,無車位,0,0,42.49589041,0,中,1,5,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,92.21,3,2,2,0,22600000,245093,無車位,0,0,45.99178082,0,中,5,5,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,114.45,3,2,2,0,19600000,171254,無車位,0,0,45.12054795,0,中,4,5,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,211.19,3,2,2,1,58580000,306509,坡道平面,1,0.1803,36.63287671,0,大,11,17,十一到十五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,34.46,1,1,1,1,5300000,153802,無車位,1,0.184,43.14246575,0,小,7,7,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,45.06,2,1,1,1,16600000,368398,無車位,1,0.2202,42.7369863,0,小,9,12,六到十層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,33.14,1,1,1,0,7800000,235365,無車位,1,0.3389,27.4739726,0,小,4,7,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,301.54,0,0,0,1,102000000,410615,坡道平面,1,0.5009,0.315068493,1,大,9,17,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,51.32,1,1,1,1,7200000,140296,無車位,1,0.3184,27.66027397,0,小,7,10,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,91.54,2,2,1,1,25000000,273105,無車位,1,0.3282,12.27123288,0,中,7,27,六到十層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,761.91,10,0,0,1,175460000,252890,坡道平面,1,0.4627,5.443835616,0,大,14,15,十一到十五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,142.03,3,2,2,1,37200000,295722,坡道機械,1,0.4282,9.068493151,0,中,5,15,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,122.33,3,2,2,0,28860000,235919,無車位,0,0,45.8739726,0,中,3,4,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,60.51,1,1,1,1,14500000,261517,塔式車位,1,0.4568,16.63835616,0,小,13,14,十一到十五層
萬華區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,135.72,2,2,1,1,24000000,176835,升降機械,1,0.4985,8.534246575,0,中,5,9,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,139.15,3,2,2,1,36000000,262009,坡道機械,1,0.3794,17.54246575,0,中,9,12,六到十層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,55.5,2,2,1,0,15400000,277477,無車位,0,0,55.44383562,0,小,2,4,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,126.1,0,0,0,1,33500000,265662,無車位,1,0.368,18.39452055,0,中,8,13,六到十層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,108.57,2,2,2,1,26000000,239477,無車位,1,0.1852,41.2739726,0,中,7,12,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,81.34,1,1,1,1,17400000,213917,坡道機械,1,0.4514,17.59178082,0,中,2,13,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,87.16,3,2,1,0,31500000,361404,無車位,1,0.1035,46.43287671,0,中,5,7,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,269.23,3,2,2,1,40000000,182510,坡道平面,1,0.5105,14.24931507,0,大,6,13,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.65,3,2,2,0,34000000,318800,無車位,0,0,45.22739726,0,中,3,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,128.91,3,2,2,1,45000000,349081,無車位,1,0.1519,42.30958904,0,中,7,14,六到十層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,71.57,3,2,1,1,29380000,410507,無車位,1,0.1621,45.26027397,0,中,12,13,十一到十五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,297.2,3,2,2,1,100000000,363251,坡道機械,1,0.3686,15.94794521,1,大,5,9,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,85.87,1,1,1,1,25880000,308560,坡道機械,1,0.6202,15.00547945,0,中,18,19,十六到二十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,120.62,3,2,1,0,24750000,205190,無車位,0,0.1093,39.12328767,0,中,5,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,96,3,2,2,1,10500000,109375,無車位,0,0.0957,42.21643836,0,中,4,5,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,225.62,4,2,2,1,51000000,254460,坡道平面,1,0.4093,6.183561644,0,大,2,5,一到五層
中正區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,124.41,4,2,1,1,42000000,362689,升降機械,1,0.4832,11.28767123,0,中,6,9,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,122.2,3,2,1,0,20500000,167758,無車位,0,0.1025,40.34520548,0,中,5,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,35.06,1,1,1,1,9180000,261837,無車位,1,0.4732,29.76986301,0,小,12,12,十一到十五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,90.14,2,2,1,0,23500000,260706,無車位,0,0,58.73424658,0,中,2,3,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,41.89,1,1,1,1,7900000,188589,無車位,1,0.2583,31.81643836,0,小,2,6,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,77.96,2,2,1,1,22400000,287327,無車位,1,0.2202,25.58356164,0,中,3,7,一到五層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,183.42,3,2,2,0,62900000,438656,坡道平面,1,0.5367,13.42191781,0,大,9,14,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,161.38,3,2,2,1,39750000,317440,坡道平面,1,0.4813,16.81643836,0,中,8,15,六到十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.03,2,2,1,0,16180000,173922,無車位,0,0,50.85753425,0,中,3,4,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,139.02,2,2,1,1,36680000,340202,坡道平面,1,0.5198,0.8,0,中,6,14,六到十層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,232.69,4,2,2,1,39900000,172517,坡道平面,1,0.3739,8.906849315,0,大,2,5,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,99.93,2,2,1,1,19700000,197138,坡道機械,1,0.3706,9.364383562,0,中,4,5,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,89.97,2,1,1,0,17700000,196732,無車位,0,0,45.05479452,0,中,3,5,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,64.7,1,1,1,1,10200000,157651,塔式車位,1,0.4694,7.742465753,0,小,3,5,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,126.43,4,2,2,0,35000000,276833,無車位,0,0,51.64109589,0,中,3,4,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,105.15,3,2,2,1,29800000,283405,無車位,1,0,37.21917808,0,中,2,7,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),商業用,41.4,1,1,1,0,3200000,77295,無車位,1,0.1285,39,0,小,2,10,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.27,3,2,2,0,16480000,162733,無車位,0,0.0892,40.82739726,0,中,3,5,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,30.18,0,0,0,1,8960000,296885,無車位,1,0.1975,40.06027397,0,小,5,12,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,124.81,3,2,2,1,27900000,223540,無車位,0,0.2719,35.04657534,0,中,5,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,176.99,2,1,2,1,38500000,217526,無車位,1,0.1581,44.60273973,0,大,12,12,十一到十五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,106.72,3,2,1,1,19200000,226289,坡道平面,1,0.4464,29.50958904,0,中,9,13,六到十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.94,2,2,1,0,11750000,154727,無車位,0,0,54.99452055,0,中,3,4,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,31.19,1,0,1,1,6700000,214812,無車位,1,0.3835,26.79178082,0,小,21,22,二十層以上
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,121.26,3,2,2,0,22770000,187778,無車位,0,0,51.73972603,0,中,2,4,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,164.94,3,2,2,1,27600000,200948,坡道機械,1,0.4975,16.5260274,0,中,3,11,一到五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,116.55,3,2,2,0,19000000,163020,無車位,0,0.0998,37.29589041,0,中,5,5,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,131.15,3,2,1,1,27500000,280738,升降機械,1,0.5407,17.10958904,0,中,6,9,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,112.77,3,2,2,0,14900000,132127,無車位,0,0.0284,41.77808219,0,中,3,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,37.38,0,0,0,1,7100000,189941,無車位,1,0.222,41.87945205,0,小,8,12,六到十層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,296,4,2,2,1,62500000,211142,坡道平面,1,0.4206,14.42465753,0,大,6,17,六到十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,741.64,0,0,0,1,212760000,286878,坡道平面,1,0.5822,4.402739726,0,大,12,17,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,705.12,0,0,0,1,200120000,283810,坡道平面,1,0.5896,4.402739726,0,大,12,17,十一到十五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,124.63,3,2,2,0,15000000,120356,無車位,0,0.1783,36.74520548,0,中,5,5,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,51.32,2,2,2,1,12080000,235386,無車位,1,0.249,51.23561644,0,小,6,6,六到十層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,93.63,3,2,2,1,26550000,283563,無車位,1,0.2862,14.63561644,0,中,5,7,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,765.19,0,0,0,1,416880000,626619,坡道平面,1,0.4572,13.35616438,1,大,8,17,六到十層
松山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,141.75,3,2,2,1,54100000,391248,塔式車位,1,0.4034,10.00821918,0,中,6,7,六到十層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,802.64,0,0,0,1,156000000,194359,坡道平面,1,0.4769,20.95890411,0,大,14,21,十一到十五層
士林區,房地(土地+建物)+車位,透天厝,其他,290.13,3,2,5,1,34000000,117189,其他,0,0.0969,25.2630137,0,大,2.9615,4,全
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.11,3,2,1,0,11600000,154440,無車位,0,0,45.75890411,0,中,3,5,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,42.44,1,1,1,1,5800000,136664,無車位,1,0.3193,27.56712329,0,小,8,10,六到十層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,799.78,0,0,0,1,212200000,296445,坡道平面,1,0.5284,8.994520548,0,大,5,12,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,36.39,1,0,1,1,2800000,76944,無車位,1,0.1819,46.64931507,0,小,4,7,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,35.81,3,2,2,0,6300000,175929,無車位,0,0,52.49041096,0,小,4,4,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,139.82,4,2,2,0,41580000,297382,無車位,1,0.0633,50.75616438,0,中,2,7,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,35.38,1,1,1,1,18350000,518655,無車位,1,0.3629,17.85753425,0,小,4,11,一到五層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,222.5,2,0,2,1,69590000,312764,坡道平面,1,0.3743,24.9260274,0,大,10,11,六到十層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,206.66,1,2,1,1,68410000,331027,坡道平面,1,0.3828,24.9260274,0,大,10,11,六到十層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,179.41,3,2,2,1,38300000,237485,坡道機械,1,0.4587,12.19452055,0,大,13,27,十一到十五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,48.77,2,1,1,1,10450000,214271,無車位,1,0.1417,47.68219178,0,小,4,9,一到五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,110.76,3,2,2,0,20000000,180571,無車位,0,0,57.00547945,0,中,4,4,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,144.18,3,2,2,1,34500000,239284,無車位,1,0.226,35.26027397,0,中,5,7,一到五層
士林區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,155.42,2,2,2,0,32800000,211041,無車位,1,0.136,40.20547945,0,中,8,11,六到十層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,53.34,0,0,0,1,6300000,118110,無車位,1,0.4083,28.22465753,0,小,2,5,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,81.03,2,1,1,1,15950000,196841,無車位,1,0.3169,15.56164384,0,中,7,14,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,187.81,1,2,1,0,30000000,159736,無車位,0,0.3126,35.06849315,0,大,1,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,92.7,2,2,2,1,12500000,134844,無車位,0,0.0916,40.74246575,0,中,3,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,68.44,4,2,1,0,19300000,281999,無車位,0,0,52.07945205,0,中,1,4,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,95.22,1,1,1,1,22880000,240286,坡道平面,1,0.6693,16.00821918,0,中,13,14,十一到十五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,146.86,4,2,2,1,26100000,177732,無車位,1,0.2352,38.05753425,0,中,2,7,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,77.34,2,1,1,1,18400000,237911,無車位,1,0.327,3.756164384,0,中,4,24,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,52.1,1,1,1,1,12500000,239877,無車位,1,0.3397,8.112328767,0,小,19,26,十六到二十層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,61.66,2,1,1,0,17560000,284788,無車位,0,0.0234,30.90958904,0,小,3,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,61.71,3,2,1,0,17260000,279695,無車位,1,0.1677,42.86575342,0,小,11,12,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,245.56,3,2,2,1,51000000,207680,坡道平面,1,0.4161,8.849315068,0,大,5,14,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,66.33,1,1,1,1,25000000,376903,無車位,1,0.3501,1.18630137,0,中,8,13,六到十層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),商業用,55.86,2,1,1,1,14500000,259578,無車位,1,0.3813,16.27945205,0,小,5,7,一到五層
松山區,建物,住宅大樓(11層含以上有電梯),住家用,90.21,2,1,1,1,6300000,69837,坡道平面,1,0.5795,25.04383562,0,中,12,13,十一到十五層
信義區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,57.47,2,1,2,1,16600000,288846,其他,1,0.4479,10.04931507,0,小,4,9,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,62.51,1,1,1,0,18330000,293233,無車位,1,0.3753,6.838356164,0,小,2,7,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,98.16,3,2,1,0,17800000,181337,無車位,0,0,45.43835616,0,中,4,5,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,132.49,4,2,3,1,32000000,241528,無車位,1,0.1162,37.50958904,0,中,3,11,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,99.54,2,2,2,1,40400000,405867,無車位,1,0.308,6.142465753,0,中,4,15,一到五層
南港區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,37.79,1,0,1,1,9250000,244774,無車位,1,0.3662,17.30958904,0,小,7,12,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,119.55,3,2,2,0,35360000,295776,無車位,0,0,53.38356164,0,中,4,4,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,115.62,2,2,1,0,31180000,269677,無車位,1,0.1444,43.43287671,0,中,4,7,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,49.6,1,1,1,1,17500000,352823,無車位,1,0.4355,2.35890411,0,小,2,7,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,45.79,1,1,1,1,9700000,211837,無車位,1,0.3763,14.78356164,0,小,11,19,十一到十五層
大安區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,216.74,3,2,2,1,69500000,320661,坡道平面,1,0.4213,19.04657534,0,大,8,8,六到十層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,89.05,4,3,2,0,12400000,139248,無車位,0,0,43.36438356,0,中,5,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,112.87,3,2,2,0,16000000,141756,無車位,0,0.0672,40.76712329,0,中,3,5,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,318.65,3,2,2,1,70500000,253315,坡道平面,1,0.3799,9.068493151,0,大,18,33,十六到二十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,82.49,3,2,2,0,21800000,264274,無車位,0,0,52.97260274,0,中,1,4,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,91.46,3,2,2,0,18600000,203368,無車位,0,0,47.85205479,0,中,2,4,一到五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,79.52,2,2,1,1,20000000,251509,無車位,1,0.403,7.55890411,0,中,4,11,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,339.37,3,2,3,1,127542500,375821,坡道平面,1,0.3862,2.994520548,1,大,16,22,十六到二十層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,250.06,3,2,2,1,99888899,399460,坡道平面,1,0.4461,1.161643836,1,大,8,20,六到十層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,104.34,4,2,2,0,17500000,167721,無車位,0,0,46.00273973,0,中,4,4,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,25.55,1,0,1,1,5800000,227006,無車位,1,0.2395,43.22739726,0,小,9,11,六到十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,31.37,1,1,1,0,6000000,191266,無車位,0,0,49.04931507,0,小,2,5,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,47.6,1,1,1,1,11460000,298047,坡道機械,1,0.5571,16.22465753,0,小,7,13,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,72.3,1,1,1,1,24880000,344122,無車位,1,0.3243,16.65753425,0,中,5,15,一到五層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,235.87,2,2,2,1,61500000,260737,無車位,1,0.3321,6.679452055,0,大,14,15,十一到十五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,40.17,0,0,0,1,9000000,224048,無車位,1,0.2121,29.75068493,0,小,4,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,79.1,1,1,1,1,18880000,238685,無車位,1,0.4421,14.87123288,0,中,5,14,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,37.28,1,0,1,0,7500000,201180,無車位,1,0.2927,35.2739726,0,小,3,7,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,165.84,4,2,2,1,27000000,162808,無車位,1,0.0315,34.90684932,0,大,3,9,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,167.47,3,2,2,1,30700000,183316,坡道平面,1,0.4336,21.79452055,0,大,3,5,一到五層
南港區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,84.21,2,1,1,1,20000000,237501,坡道機械,1,0.4207,16.30136986,0,中,8,8,六到十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,121.87,4,2,2,0,38100000,312628,無車位,0,0,51.18082192,0,中,1,4,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,81.9,3,2,1,0,19000000,231990,無車位,0,0,47.30684932,0,中,4,4,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,181.57,3,2,2,1,51000000,280883,坡道平面,1,0.444,2.336986301,0,大,9,14,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,176.06,0,0,0,1,66000000,419201,塔式車位,1,0.4954,1.093150685,0,大,9,12,六到十層
南港區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,165.19,2,1,1,1,22000000,133180,無車位,1,0.4089,26.00273973,0,中,1,19,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,91.64,3,2,1,0,19800000,216063,無車位,0,0,43.34520548,0,中,4,5,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,114.39,5,3,3,0,26400000,230789,無車位,0,0,43.91232877,0,中,5,5,一到五層
南港區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,83.5,1,1,1,1,20500000,323879,坡道平面,1,0.5735,0.512328767,0,中,6,10,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,91.13,2,2,1,0,17000000,186547,無車位,0,0.1175,39.80547945,0,中,5,5,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,99.01,2,2,2,1,12380000,125038,無車位,1,0.057,42.64931507,0,中,6,8,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,145.97,3,1,3,1,34250000,234637,無車位,1,0.0816,36.3260274,0,中,2,7,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,57.58,3,2,1,0,13750000,238798,無車位,0,0,52.21369863,0,小,4,4,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,77.57,3,1,1,0,10400000,134072,無車位,0,0,46.47945205,0,中,4,5,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,140.47,3,2,2,0,14750000,105005,無車位,0,0.1183,41.57534247,0,中,5,5,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,107.97,4,2,3,0,18250000,169028,無車位,0,0,45.89589041,0,中,4,5,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,592.8,0,0,0,1,145800000,283133,坡道平面,1,0.5485,8.961643836,0,大,6,12,六到十層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,74.27,1,2,1,1,15260000,205467,升降機械,1,0.5053,15.62465753,0,中,7,7,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,68.22,3,2,1,1,17450000,255790,無車位,1,0.1925,43.09041096,0,中,3,12,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,132.73,3,2,2,1,34500000,259926,無車位,1,0.0484,36.01369863,0,中,10,12,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,51.7,1,1,1,1,15560000,300967,無車位,1,0.3408,15.11780822,0,小,13,18,十一到十五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,116.58,4,2,2,1,18800000,161263,無車位,1,0.0769,39.57534247,0,中,7,7,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,184.59,0,0,0,1,46560000,262643,升降機械,1,0.5105,3.046575342,0,大,7,7,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,170.03,3,2,2,1,31300000,184085,坡道平面,1,0.0199,44.35068493,0,大,1,7,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,79.67,3,2,1,0,11400000,143090,無車位,0,0,48.28493151,0,中,2,4,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,75.1,1,1,1,1,15500000,228945,坡道機械,1,0.4551,4.567123288,0,中,15,24,十一到十五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,162.08,5,2,2,0,35500000,219028,無車位,0,0,48.78630137,0,中,4,4,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),商業用,32.7,0,0,0,1,8230000,251682,無車位,1,0.5758,49.95342466,0,小,1,10,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),商業用,26.89,0,0,0,1,6770000,251766,無車位,1,0.5723,49.95342466,0,小,1,10,一到五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,52.23,3,2,1,0,10350000,198162,無車位,0,0,47.84657534,0,小,1,5,一到五層
