鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,99.73,2,2,1,0,28900000,289782,無車位,1,0,53.06849315,0,中,6,6,六到十層
文山區,房地(土地+建物)+車位,公寓(5樓含以下無電梯),住家用,461.67,5,3,4,1,65000000,152211,坡道平面,0,0.3933,14.39452055,0,大,1,4,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),商業用,36.63,1,1,1,1,16800000,458640,無車位,1,0.2801,26.85205479,0,小,8,10,六到十層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,125.31,3,2,1,1,23560000,188014,無車位,1,0.2327,40.17260274,0,中,6,7,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,65.77,3,2,3,0,16800000,255436,無車位,0,0,41.25479452,0,小,1,5,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,280.48,3,2,2,1,84800000,302339,坡道平面,1,0.4956,6.284931507,1,大,5,24,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.58,3,2,2,0,20700000,203780,無車位,0,0.0647,38.95342466,0,中,3,5,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,268.93,3,2,2,1,97000000,408252,坡道平面,1,0.4487,2.528767123,1,大,2,21,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,157.45,3,2,2,1,36480000,270761,坡道平面,1,0.4574,3.915068493,0,中,3,26,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,129.64,2,2,1,1,32000000,304689,坡道平面,1,0.5288,6.375342466,0,中,9,13,六到十層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,135.72,2,2,1,1,30580000,246358,升降機械,1,0.3719,19.17260274,0,中,8,14,六到十層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,179.25,3,2,2,1,42680000,284538,坡道平面,1,0.4975,0.849315068,0,大,5,12,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,113.42,2,2,1,1,33380000,294304,坡道機械,1,0.4768,1.323287671,0,中,5,13,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,112.35,2,1,1,1,29200000,360597,坡道平面,1,0.5761,0.24109589,0,中,9,12,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,136.46,2,1,1,1,36930000,350606,坡道平面,1,0.5426,0.197260274,0,中,10,12,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,174.86,3,2,2,1,51000000,351768,坡道平面,1,0.4982,0.232876712,0,大,10,12,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,112.93,2,1,1,1,29500000,364583,坡道平面,1,0.5759,0.257534247,0,中,11,12,十一到十五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,143.2,2,1,1,1,38900000,346798,坡道平面,1,0.5264,0.235616438,0,中,11,12,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,104.61,2,1,1,1,28120000,288977,塔式車位,1,0.443,5.953424658,0,中,4,15,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,207.55,4,2,2,1,37700000,203818,坡道平面,1,0.0886,31.63013699,0,大,8,16,六到十層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),住家用,81.04,1,2,2,1,16660000,205577,無車位,1,0.3024,0.487671233,0,中,2,5,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,70.3,2,1,1,1,15750000,224040,無車位,1,0.3155,8.052054795,0,中,2,6,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,142.4,3,1,0,1,46800000,328652,無車位,1,0.3211,42.99452055,0,中,10,12,六到十層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,253.96,4,2,2,1,42960000,169160,坡道機械,1,0.4733,12.68493151,0,大,8,13,六到十層
萬華區,建物,公寓(5樓含以下無電梯),住家用,56.27,2,1,1,0,6120000,108761,無車位,0,0,49.45479452,0,小,4,4,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,143.64,3,2,2,0,28000000,194932,坡道平面,1,0.4009,23.7369863,0,中,2,11,一到五層
大同區,房地(土地+建物),華廈(10層含以下有電梯),住家用,37.69,1,1,1,1,9880000,262138,無車位,1,0.3505,15.75068493,0,小,3,7,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,217.84,4,2,2,1,51000000,273770,坡道平面,1,0.3752,22.66575342,0,大,4,14,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.3,7,3,3,1,15300000,163987,無車位,0,0,51.54794521,0,中,4,4,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,172,3,2,2,1,39380000,228953,無車位,1,0.072,39.3260274,0,大,10,12,六到十層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,64.61,1,1,1,1,8300000,128463,坡道平面,1,0.5176,28.85753425,0,小,4,8,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,448.87,5,4,3,1,97000000,232811,坡道平面,1,0.4259,15.6630137,1,大,8,8,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,53.56,0,1,1,1,12500000,233383,無車位,1,0.4397,14.75890411,0,小,4,14,一到五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,136.33,3,2,1,1,35080000,272296,塔式車位,1,0.4718,15.50958904,0,中,7,7,六到十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,96.91,5,2,2,0,16650000,171809,無車位,0,0,44.16164384,0,中,5,5,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,136.46,2,1,1,1,37650000,358586,坡道平面,1,0.5426,0.232876712,0,中,11,12,十一到十五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,103.87,3,2,2,0,24700000,237797,無車位,1,0.1039,37.36712329,0,中,4,7,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,87.59,3,2,2,0,13500000,154127,無車位,0,0,55.26575342,0,中,4,4,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,176.18,2,2,2,1,32450000,189331,升降機械,1,0.4252,12.2630137,0,大,7,7,六到十層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,158.54,5,2,4,0,46700000,294563,無車位,1,0.1088,46.19726027,0,中,7,7,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,123.07,3,2,2,0,30500000,247826,無車位,1,0.1442,39.87671233,0,中,7,7,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,119.59,3,2,2,0,27300000,228280,無車位,1,0.1088,47.15890411,0,中,5,6,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,126.51,3,2,2,1,24000000,189708,坡道平面,1,0.3957,13.37534247,0,中,5,14,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,165.2,3,2,2,1,34600000,242998,坡道平面,1,0.4371,8.649315068,0,中,7,14,六到十層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,138.6,3,2,2,1,56680000,408947,無車位,1,0.3234,1.019178082,0,中,12,19,十一到十五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,83.29,3,2,1,0,17000000,204106,無車位,0,0,41.72328767,0,中,2,5,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,94.96,0,0,0,1,22200000,347336,坡道平面,1,0.6282,0.238356164,0,中,9,12,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,206.91,2,1,2,1,52680000,362133,坡道平面,1,0.5986,0.208219178,0,大,11,12,十一到十五層
中山區,房地(土地+建物),透天厝,住家用,299.48,9,0,9,0,80000000,267130,無車位,0,0,55.00273973,0,大,2.9615,4,全
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,85.13,3,2,2,0,14500000,170328,無車位,0,0,51.57534247,0,中,3,4,一到五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,137.59,3,2,2,1,35580000,258594,無車位,1,0.1925,42.09315068,0,中,3,12,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),商業用,48.06,0,0,0,1,13000000,270495,無車位,1,0.3883,50.84383562,0,小,-1,10,地下層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,39.97,1,1,1,1,14750000,369027,無車位,1,0.32,6.824657534,0,小,4,14,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,282.87,4,2,2,1,69000000,243928,坡道平面,1,0.401,9.956164384,0,大,9,21,六到十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),工業用,68.14,3,0,1,0,11500000,168770,無車位,0,0,49.86027397,0,中,4,4,一到五層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),辦公用,107.54,1,0,1,1,15880000,250542,升降機械,1,0.6543,2.087671233,0,中,3,5,一到五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),工業用,68.56,0,0,0,0,11500000,167736,無車位,0,0,49.6109589,0,中,4,4,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,35,1,1,1,1,8400000,240000,無車位,1,0.3289,27.6630137,0,小,5,8,一到五層
士林區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,54.94,0,1,1,1,17280000,314525,無車位,1,0.3555,15.76986301,0,小,8,13,六到十層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,136.89,2,2,1,1,25000000,227204,坡道平面,1,0.4926,12.06575342,0,中,3,5,一到五層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.81,2,0,2,0,11760000,110102,無車位,0,0,39.04657534,0,中,5,5,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,142.12,3,2,2,1,29800000,209682,無車位,1,0.2741,28.73424658,0,中,6,10,六到十層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,261.64,0,0,0,1,66600000,340106,坡道平面,1,0.5409,3.591780822,0,大,24,24,二十層以上
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,78.08,4,2,1,0,20180000,258453,無車位,0,0,52.24657534,0,中,3,4,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,70.47,2,1,1,1,20700000,293742,無車位,1,0.1828,34.02465753,0,中,5,19,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,58.86,1,1,1,0,15360000,260958,無車位,0,0.054,39.4109589,0,小,5,5,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,147.07,1,2,2,1,32080000,218127,坡道平面,1,0.5505,13.23013699,0,中,6,13,六到十層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,183.36,3,2,2,1,26300000,143434,無車位,1,0.401,8.578082192,0,大,14,14,十一到十五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,207.91,4,2,2,1,46900000,236724,坡道平面,1,0.3725,11.15068493,0,大,5,15,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,72.03,2,2,1,0,24780000,344023,無車位,1,0.2112,44.39452055,0,中,3,7,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,267.47,4,2,2,1,54000000,246670,坡道平面,1,0.4847,5.934246575,0,大,5,5,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,271.75,2,2,1,1,20000000,73597,坡道平面,1,0.2146,41.97260274,0,大,6,6,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.86,0,0,0,0,18400000,242552,無車位,0,0,51.92876712,0,中,2,4,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.86,1,1,1,0,18100000,238597,無車位,0,0,51.96438356,0,中,3,4,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,282.04,3,2,2,1,99380000,451546,坡道平面,1,0.534,2.397260274,1,大,16,21,十六到二十層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,140.21,4,2,2,1,38880000,277298,無車位,1,0.1502,46.53972603,0,中,3,7,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,164.83,3,2,2,1,30000000,215561,坡道平面,1,0.4883,2.468493151,0,中,3,5,一到五層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,144.16,4,2,2,0,25000000,173418,無車位,0,0.083,35.97808219,0,中,4,5,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,76.29,2,2,2,1,22200000,290995,無車位,1,0,43.59452055,0,中,7,12,六到十層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,59.36,1,0,1,1,18550000,312500,無車位,1,0.2423,35.4630137,0,小,7,12,六到十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,28.05,2,1,1,1,5300000,188948,無車位,0,0,55.49863014,0,小,5,5,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,79.86,1,1,1,1,19200000,240421,無車位,1,0.1449,28.02739726,0,中,8,12,六到十層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,66.06,1,1,1,1,11260000,170451,坡道機械,1,0.4908,16.09315068,0,小,2,8,一到五層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,123.49,3,2,2,1,31000000,251032,無車位,1,0.0452,43.53150685,0,中,2,7,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,50.78,1,1,1,0,14900000,293423,無車位,1,0.464,8.545205479,0,小,4,5,一到五層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,224.09,3,2,2,1,50000000,267006,坡道平面,1,0.0809,37.13150685,0,大,5,15,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,198.33,1,1,1,0,37000000,186558,無車位,0,0,47.52328767,0,大,0,4,一層與地下層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,117.75,3,1,2,0,18000000,152866,無車位,0,0,47.52328767,0,中,2,4,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,149.9,4,2,2,1,32650000,217812,無車位,1,0.3007,13.02465753,0,中,2,19,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,94.22,3,2,2,0,24000000,254723,無車位,0,0.0278,39.13424658,0,中,3,5,一到五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,219.1,0,0,0,1,66000000,301232,無車位,1,0.0743,33.61917808,0,大,4,12,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,68.5,1,1,1,1,13500000,197080,無車位,1,0.5648,15.73424658,0,中,4,13,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,768.47,9,1,0,1,262680000,341822,無車位,1,0.231,39.59452055,0,大,20,22,十六到二十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,164.29,3,3,2,1,54000000,328687,無車位,1,0.053,36.80821918,0,中,4,6,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.2,2,1,1,0,22750000,244099,無車位,0,0,48.7369863,0,中,4,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,87.03,3,2,2,0,21230000,243939,無車位,0,0,48.7369863,0,中,4,4,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,192.35,3,2,2,1,29800000,154926,坡道平面,1,0.4012,8.539726027,0,大,9,14,六到十層
大同區,房地(土地+建物),華廈(10層含以下有電梯),住家用,117.28,3,1,1,0,20280000,172920,無車位,1,0.0496,33.38082192,0,中,8,9,六到十層
中正區,房地(土地+建物),華廈(10層含以下有電梯),商業用,58.21,0,1,1,1,14500000,249098,無車位,1,0.3285,28.49863014,0,小,3,9,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,214.83,4,2,2,1,47500000,221105,坡道平面,1,0.4233,17.94246575,0,大,7,10,六到十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,102.26,3,2,2,0,19300000,188735,無車位,0,0,44.9260274,0,中,5,5,一到五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,97.18,1,3,1,0,29300000,301502,無車位,0,0,52.04931507,0,中,1,4,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,161.71,3,2,2,1,23860000,147539,坡道平面,1,0.3357,28.50684932,0,中,2,18,一到五層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,57.15,2,0,1,0,15500000,271216,無車位,1,0.1752,42.76438356,0,小,6,7,六到十層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,63.99,0,0,1,1,19090000,298328,無車位,1,0.3547,0.654794521,0,小,2,12,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,179.01,3,2,2,1,30500000,182756,坡道機械,1,0.447,16.23287671,0,大,8,12,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,140.33,2,2,2,1,36800000,333236,升降平面,1,0.5109,5.805479452,0,中,8,11,六到十層
